<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.08.20	07:25:00	2500.46	2500.48	2499.55	2499.93	322	0	14
2024.08.20	07:30:00	2499.95	2501.61	2499.91	2501.21	356	0	13
2024.08.20	07:35:00	2501.21	2502.10	2501.17	2501.71	370	0	13
2024.08.20	07:40:00	2501.73	2502.83	2501.70	2502.79	462	0	13
2024.08.20	07:45:00	2502.78	2502.80	2501.56	2501.76	390	0	13
2024.08.20	07:50:00	2501.78	2501.88	2501.06	2501.26	434	0	13
2024.08.20	07:55:00	2501.27	2501.69	2500.76	2500.84	318	0	13
2024.08.20	08:00:00	2500.85	2502.33	2500.74	2502.11	345	0	13
2024.08.20	08:05:00	2502.09	2502.37	2501.73	2502.34	354	0	13
2024.08.20	08:10:00	2502.32	2503.53	2502.32	2503.45	403	0	13
2024.08.20	08:15:00	2503.44	2503.55	2502.75	2502.87	578	0	13
2024.08.20	08:20:00	2502.88	2503.15	2502.50	2503.15	559	0	13
2024.08.20	08:25:00	2503.13	2503.67	2501.81	2502.43	904	0	17
2024.08.20	08:30:00	2502.45	2503.07	2500.97	2502.39	1007	0	15
2024.08.20	08:35:00	2502.35	2502.70	2501.80	2502.36	608	0	13
2024.08.20	08:40:00	2502.35	2502.35	2501.01	2501.31	739	0	14
2024.08.20	08:45:00	2501.30	2501.78	2501.18	2501.39	692	0	13
2024.08.20	08:50:00	2501.38	2501.61	2500.81	2501.21	445	0	13
2024.08.20	08:55:00	2501.19	2501.34	2499.52	2499.54	610	0	14
2024.08.20	09:00:00	2499.54	2500.66	2498.92	2500.48	654	0	11
2024.08.20	09:05:00	2500.48	2500.48	2498.31	2498.51	681	0	13
2024.08.20	09:10:00	2498.50	2498.60	2497.34	2498.08	840	0	14
2024.08.20	09:15:00	2498.10	2498.51	2497.55	2498.20	680	0	11
2024.08.20	09:20:00	2498.21	2499.73	2498.21	2499.63	642	0	11
2024.08.20	09:25:00	2499.62	2505.08	2499.62	2505.06	1685	0	15
2024.08.20	09:30:00	2505.07	2505.75	2502.34	2503.87	1358	0	17
2024.08.20	09:35:00	2503.87	2504.54	2503.09	2503.44	1350	0	16
2024.08.20	09:40:00	2503.43	2504.00	2502.98	2503.67	715	0	11
2024.08.20	09:45:00	2503.69	2504.68	2503.38	2504.29	993	0	13
2024.08.20	09:50:00	2504.28	2504.29	2503.21	2503.56	693	0	11
2024.08.20	09:55:00	2503.54	2503.61	2501.79	2502.53	763	0	11
2024.08.20	10:00:00	2502.53	2503.47	2502.18	2503.15	699	0	11
2024.08.20	10:05:00	2503.10	2503.20	2501.23	2501.56	521	0	10
2024.08.20	10:10:00	2501.60	2504.38	2501.46	2504.37	642	0	11
2024.08.20	10:15:00	2504.36	2505.08	2503.91	2504.73	503	0	10
2024.08.20	10:20:00	2504.73	2506.15	2504.26	2505.74	645	0	10
2024.08.20	10:25:00	2505.73	2506.89	2504.66	2505.60	1202	0	15
2024.08.20	10:30:00	2505.59	2506.30	2504.95	2505.93	904	0	16
2024.08.20	10:35:00	2505.96	2509.23	2505.83	2509.01	924	0	11
2024.08.20	10:40:00	2509.00	2513.36	2508.72	2513.16	1290	0	13
2024.08.20	10:45:00	2513.15	2513.81	2510.65	2510.95	1393	0	16
2024.08.20	10:50:00	2510.95	2513.52	2510.33	2512.98	996	0	12
2024.08.20	10:55:00	2512.97	2515.21	2511.92	2514.96	1221	0	12
2024.08.20	11:00:00	2514.96	2518.50	2514.37	2517.10	1809	0	15
2024.08.20	11:05:00	2517.12	2521.55	2516.55	2520.56	2574	0	14
2024.08.20	11:10:00	2520.57	2520.84	2516.02	2516.63	1760	0	11
2024.08.20	11:15:00	2516.64	2517.62	2514.96	2517.14	1519	0	10
2024.08.20	11:20:00	2517.15	2518.50	2516.01	2518.29	1691	0	10
2024.08.20	11:25:00	2518.30	2518.31	2514.85	2515.86	1655	0	11
2024.08.20	11:30:00	2515.86	2518.16	2515.54	2517.91	1411	0	11
2024.08.20	11:35:00	2517.91	2520.10	2517.54	2519.83	1417	0	11
2024.08.20	11:40:00	2519.84	2520.51	2518.17	2519.16	1773	0	13
2024.08.20	11:45:00	2519.15	2523.12	2518.79	2522.13	1681	0	13
2024.08.20	11:50:00	2522.13	2522.35	2520.44	2520.79	1404	0	11
2024.08.20	11:55:00	2520.79	2520.86	2519.32	2519.85	995	0	10
2024.08.20	12:00:00	2519.86	2521.73	2519.84	2521.46	735	0	11
2024.08.20	12:05:00	2521.45	2523.04	2521.36	2522.56	746	0	11
2024.08.20	12:10:00	2522.55	2524.49	2522.46	2523.42	1195	0	12
2024.08.20	12:15:00	2523.42	2524.03	2522.75	2523.03	923	0	13
2024.08.20	12:20:00	2523.04	2525.16	2522.81	2525.03	1086	0	11
2024.08.20	12:25:00	2525.05	2525.25	2523.83	2524.67	937	0	12
2024.08.20	12:30:00	2524.68	2524.77	2521.53	2521.84	1083	0	13
2024.08.20	12:35:00	2521.83	2523.31	2521.62	2522.47	630	0	10
2024.08.20	12:40:00	2522.47	2523.26	2521.58	2522.58	905	0	10
2024.08.20	12:45:00	2522.59	2523.41	2521.40	2521.61	787	0	14
2024.08.20	12:50:00	2521.62	2522.92	2520.85	2522.53	660	0	10
2024.08.20	12:55:00	2522.52	2522.52	2521.11	2521.74	642	0	10
2024.08.20	13:00:00	2521.75	2522.98	2521.26	2522.72	605	0	10
2024.08.20	13:05:00	2522.71	2522.94	2521.92	2522.45	524	0	10
2024.08.20	13:10:00	2522.45	2522.78	2521.23	2522.23	772	0	11
2024.08.20	13:15:00	2522.24	2522.57	2521.55	2521.85	419	0	10
2024.08.20	13:20:00	2521.87	2522.66	2521.25	2522.36	393	0	10
2024.08.20	13:25:00	2522.36	2524.52	2522.36	2523.92	628	0	10
2024.08.20	13:30:00	2523.91	2524.04	2522.05	2523.17	997	0	16
2024.08.20	13:35:00	2523.17	2523.75	2521.93	2522.40	563	0	10
2024.08.20	13:40:00	2522.41	2523.34	2521.77	2522.72	641	0	10
2024.08.20	13:45:00	2522.68	2522.89	2521.84	2522.59	462	0	10
2024.08.20	13:50:00	2522.60	2522.69	2521.23	2521.77	488	0	10
2024.08.20	13:55:00	2521.69	2523.05	2521.69	2522.92	505	0	10
2024.08.20	14:00:00	2522.92	2523.37	2522.34	2523.11	560	0	9
2024.08.20	14:05:00	2523.11	2523.69	2522.22	2523.31	524	0	14
2024.08.20	14:10:00	2523.32	2523.33	2522.24	2522.42	465	0	13
2024.08.20	14:15:00	2522.38	2524.18	2522.23	2524.10	490	0	12
2024.08.20	14:20:00	2524.09	2525.36	2523.52	2525.30	703	0	12
2024.08.20	14:25:00	2525.31	2526.10	2524.43	2525.14	904	0	15
2024.08.20	14:30:00	2525.25	2526.19	2524.76	2525.44	676	0	9
2024.08.20	14:35:00	2525.44	2525.99	2523.81	2523.82	655	0	9
2024.08.20	14:40:00	2523.72	2524.61	2523.11	2524.52	574	0	9
2024.08.20	14:45:00	2524.53	2525.51	2524.52	2525.12	619	0	9
2024.08.20	14:50:00	2525.12	2525.43	2524.22	2524.82	638	0	9
2024.08.20	14:55:00	2524.83	2527.07	2524.80	2526.31	670	0	9
2024.08.20	15:00:00	2526.33	2526.59	2523.15	2524.34	1052	0	18
2024.08.20	15:05:00	2524.33	2525.45	2523.21	2525.25	760	0	16
2024.08.20	15:10:00	2525.27	2525.97	2524.17	2525.97	723	0	9
2024.08.20	15:15:00	2525.98	2526.47	2524.80	2526.17	800	0	12
2024.08.20	15:20:00	2526.16	2527.74	2525.67	2526.73	1010	0	12
2024.08.20	15:25:00	2526.83	2528.66	2526.51	2526.62	1069	0	16
2024.08.20	15:30:00	2526.64	2527.07	2524.98	2525.09	2078	0	15
2024.08.20	15:35:00	2525.09	2525.35	2521.67	2522.63	1394	0	15
2024.08.20	15:40:00	2522.59	2526.29	2521.96	2525.72	1288	0	15
2024.08.20	15:45:00	2525.72	2527.54	2525.49	2527.26	1257	0	13
2024.08.20	15:50:00	2527.26	2529.24	2527.05	2527.99	1363	0	10
2024.08.20	15:55:00	2527.99	2528.72	2526.49	2526.90	1254	0	11
2024.08.20	16:00:00	2526.89	2526.95	2525.31	2525.63	1772	0	14
2024.08.20	16:05:00	2525.62	2525.77	2522.21	2523.97	2028	0	16
2024.08.20	16:10:00	2523.99	2526.67	2522.99	2526.01	1585	0	17
2024.08.20	16:15:00	2526.02	2526.41	2523.64	2526.31	1225	0	11
2024.08.20	16:20:00	2526.32	2527.60	2525.80	2526.69	1237	0	9
2024.08.20	16:25:00	2526.49	2528.97	2526.03	2528.78	1220	0	9
2024.08.20	16:30:00	2528.76	2531.65	2527.17	2527.37	2121	0	9
2024.08.20	16:35:00	2527.38	2527.91	2519.85	2523.55	2475	0	19
2024.08.20	16:40:00	2523.51	2526.13	2522.67	2526.00	1807	0	15
2024.08.20	16:45:00	2525.99	2528.68	2525.92	2527.11	1401	0	10
2024.08.20	16:50:00	2527.03	2530.17	2526.57	2529.97	1485	0	10
2024.08.20	16:55:00	2529.97	2531.14	2528.47	2529.91	1483	0	9
2024.08.20	17:00:00	2529.93	2530.25	2528.53	2529.83	1631	0	11
2024.08.20	17:05:00	2529.84	2529.86	2527.31	2528.24	1471	0	10
2024.08.20	17:10:00	2528.19	2529.12	2526.63	2527.89	1822	0	15
2024.08.20	17:15:00	2527.95	2528.37	2524.54	2525.69	1501	0	14
2024.08.20	17:20:00	2525.75	2526.11	2522.67	2523.13	1825	0	14
2024.08.20	17:25:00	2523.11	2524.14	2520.45	2523.30	2236	0	15
2024.08.20	17:30:00	2523.24	2526.18	2521.58	2525.45	1724	0	9
2024.08.20	17:35:00	2525.44	2528.16	2523.96	2524.06	1872	0	9
2024.08.20	17:40:00	2524.06	2526.38	2523.67	2523.93	1453	0	9
2024.08.20	17:45:00	2523.94	2526.60	2523.65	2526.03	1289	0	9
2024.08.20	17:50:00	2525.92	2528.65	2525.76	2526.59	1377	0	9
2024.08.20	17:55:00	2526.60	2526.63	2522.73	2523.85	1196	0	9
2024.08.20	18:00:00	2523.83	2524.05	2511.88	2513.65	2424	0	10
2024.08.20	18:05:00	2513.73	2514.07	2508.51	2512.36	2445	0	17
2024.08.20	18:10:00	2512.35	2513.48	2509.93	2510.02	1647	0	11
2024.08.20	18:15:00	2510.03	2510.95	2505.83	2509.10	2044	0	10
2024.08.20	18:20:00	2509.13	2510.73	2507.36	2509.20	1615	0	9
2024.08.20	18:25:00	2509.19	2510.64	2507.25	2509.57	1540	0	9
2024.08.20	18:30:00	2509.55	2512.29	2508.59	2512.18	1293	0	9
2024.08.20	18:35:00	2512.18	2514.58	2511.39	2513.41	1321	0	9
2024.08.20	18:40:00	2513.40	2513.63	2510.17	2510.87	1096	0	9
2024.08.20	18:45:00	2510.86	2511.55	2508.27	2509.80	1281	0	9
2024.08.20	18:50:00	2509.82	2511.68	2509.33	2510.28	1157	0	12
2024.08.20	18:55:00	2510.28	2510.49	2508.06	2508.54	823	0	9
2024.08.20	19:00:00	2508.48	2508.53	2500.84	2504.87	1842	0	15
2024.08.20	19:05:00	2504.88	2507.66	2504.36	2507.56	1609	0	12
2024.08.20	19:10:00	2507.64	2510.35	2507.29	2509.73	1129	0	11
2024.08.20	19:15:00	2509.75	2510.60	2507.92	2508.05	949	0	11
2024.08.20	19:20:00	2508.07	2508.65	2506.75	2507.44	1124	0	12
2024.08.20	19:25:00	2507.45	2507.81	2505.11	2505.59	962	0	12
2024.08.20	19:30:00	2505.63	2506.42	2503.69	2505.05	820	0	11
2024.08.20	19:35:00	2505.06	2506.62	2503.83	2506.14	707	0	11
2024.08.20	19:40:00	2506.13	2506.35	2504.52	2505.99	709	0	11
2024.08.20	19:45:00	2505.97	2506.89	2505.57	2506.41	869	0	11
2024.08.20	19:50:00	2506.39	2508.18	2505.13	2508.14	943	0	11
2024.08.20	19:55:00	2508.13	2510.30	2508.10	2509.10	1101	0	11
2024.08.20	20:00:00	2509.09	2509.19	2506.82	2508.12	863	0	11
2024.08.20	20:05:00	2508.13	2511.52	2508.11	2511.13	769	0	11
2024.08.20	20:10:00	2511.13	2512.15	2509.23	2509.91	985	0	11
2024.08.20	20:15:00	2509.92	2511.29	2509.57	2511.21	706	0	11
2024.08.20	20:20:00	2511.19	2512.33	2510.63	2512.17	747	0	11
2024.08.20	20:25:00	2512.15	2513.15	2511.49	2512.55	821	0	11
2024.08.20	20:30:00	2512.49	2512.49	2510.22	2510.99	927	0	11
2024.08.20	20:35:00	2510.99	2512.67	2510.72	2512.15	475	0	11
2024.08.20	20:40:00	2512.13	2512.13	2511.47	2511.96	412	0	11
2024.08.20	20:45:00	2511.95	2511.95	2509.47	2509.99	428	0	11
2024.08.20	20:50:00	2509.97	2510.44	2509.74	2509.95	290	0	11
2024.08.20	20:55:00	2509.97	2510.91	2509.89	2510.59	247	0	11
2024.08.20	21:00:00	2510.62	2510.92	2509.30	2510.80	401	0	12
2024.08.20	21:05:00	2510.79	2512.00	2510.52	2511.12	325	0	11
2024.08.20	21:10:00	2511.13	2513.25	2511.11	2512.98	431	0	12
2024.08.20	21:15:00	2513.01	2513.99	2512.65	2513.59	425	0	11
2024.08.20	21:20:00	2513.59	2514.14	2513.49	2513.78	342	0	11
2024.08.20	21:25:00	2513.80	2514.40	2513.22	2514.25	505	0	11
2024.08.20	21:30:00	2514.26	2514.97	2513.68	2514.96	401	0	11
2024.08.20	21:35:00	2514.96	2515.47	2514.34	2515.33	394	0	11
2024.08.20	21:40:00	2515.29	2515.39	2514.29	2514.45	326	0	11
2024.08.20	21:45:00	2514.45	2515.04	2513.55	2514.72	336	0	11
2024.08.20	21:50:00	2514.69	2514.69	2513.41	2513.82	411	0	11
2024.08.20	21:55:00	2513.81	2513.81	2512.27	2513.34	510	0	11
2024.08.20	22:00:00	2513.42	2513.84	2513.00	2513.02	344	0	11
2024.08.20	22:05:00	2513.01	2513.20	2512.43	2512.54	265	0	11
2024.08.20	22:10:00	2512.53	2513.18	2511.70	2511.82	403	0	11
2024.08.20	22:15:00	2511.82	2512.16	2510.95	2511.57	423	0	11
2024.08.20	22:20:00	2511.58	2513.22	2511.49	2512.55	388	0	11
2024.08.20	22:25:00	2512.59	2513.36	2512.41	2512.97	398	0	11
2024.08.20	22:30:00	2512.98	2513.92	2512.91	2513.36	466	0	11
2024.08.20	22:35:00	2513.35	2513.50	2512.87	2513.24	359	0	11
2024.08.20	22:40:00	2513.23	2514.23	2513.15	2513.82	386	0	11
2024.08.20	22:45:00	2513.83	2514.12	2513.36	2513.44	402	0	11
2024.08.20	22:50:00	2513.49	2514.79	2513.45	2514.46	330	0	11
2024.08.20	22:55:00	2514.44	2515.27	2514.38	2515.01	480	0	11
2024.08.20	23:00:00	2515.00	2515.46	2514.85	2515.08	293	0	11
2024.08.20	23:05:00	2515.07	2516.23	2515.07	2515.81	240	0	11
2024.08.20	23:10:00	2515.82	2516.01	2515.55	2516.00	143	0	11
2024.08.20	23:15:00	2516.01	2516.66	2515.86	2516.56	138	0	11
2024.08.20	23:20:00	2516.58	2516.63	2516.38	2516.52	130	0	11
2024.08.20	23:25:00	2516.52	2516.89	2516.12	2516.41	155	0	11
2024.08.20	23:30:00	2516.41	2516.62	2516.11	2516.52	157	0	11
2024.08.20	23:35:00	2516.51	2516.51	2515.59	2515.97	193	0	11
2024.08.20	23:40:00	2515.98	2516.45	2515.97	2516.45	87	0	7
2024.08.20	23:45:00	2516.44	2516.44	2515.76	2515.79	125	0	10
2024.08.20	23:50:00	2515.80	2515.84	2513.80	2514.06	186	0	12
2024.08.20	23:55:00	2514.06	2514.36	2513.52	2513.58	93	0	21
2024.08.21	01:00:00	2513.82	2514.27	2513.21	2513.88	287	0	18
2024.08.21	01:05:00	2513.87	2514.00	2513.40	2513.90	70	0	18
2024.08.21	01:10:00	2513.86	2514.64	2513.78	2514.22	124	0	19
2024.08.21	01:15:00	2514.22	2515.03	2514.22	2514.75	102	0	18
2024.08.21	01:20:00	2514.76	2515.21	2514.74	2515.17	114	0	18
2024.08.21	01:25:00	2515.17	2515.74	2515.11	2515.55	166	0	19
2024.08.21	01:30:00	2515.59	2515.65	2515.29	2515.29	124	0	14
2024.08.21	01:35:00	2515.28	2515.28	2514.71	2514.72	95	0	13
2024.08.21	01:40:00	2514.74	2515.20	2514.74	2515.09	96	0	13
2024.08.21	01:45:00	2515.02	2515.28	2514.47	2514.48	93	0	14
2024.08.21	01:50:00	2514.51	2515.24	2514.50	2514.98	144	0	13
2024.08.21	01:55:00	2514.98	2515.17	2514.65	2514.76	168	0	13
2024.08.21	02:00:00	2514.75	2514.75	2513.79	2513.90	140	0	13
2024.08.21	02:05:00	2513.92	2514.40	2513.88	2514.28	112	0	13
2024.08.21	02:10:00	2514.29	2514.84	2513.69	2514.47	203	0	13
2024.08.21	02:15:00	2514.45	2514.80	2514.02	2514.72	189	0	13
2024.08.21	02:20:00	2514.73	2515.25	2514.73	2515.20	174	0	13
2024.08.21	02:25:00	2515.19	2516.02	2515.18	2515.96	289	0	13
2024.08.21	02:30:00	2515.91	2516.11	2515.44	2515.89	392	0	13
2024.08.21	02:35:00	2515.90	2516.01	2515.12	2515.33	341	0	13
2024.08.21	02:40:00	2515.34	2515.34	2514.68	2514.79	223	0	13
2024.08.21	02:45:00	2514.80	2515.14	2514.57	2514.57	198	0	13
2024.08.21	02:50:00	2514.59	2514.59	2513.75	2513.96	360	0	13
2024.08.21	02:55:00	2513.92	2514.05	2512.81	2512.96	338	0	13
2024.08.21	03:00:00	2512.93	2513.81	2512.59	2513.03	571	0	18
2024.08.21	03:05:00	2512.97	2513.81	2512.59	2513.65	507	0	13
2024.08.21	03:10:00	2513.64	2513.86	2512.82	2513.33	564	0	13
2024.08.21	03:15:00	2513.32	2514.09	2513.13	2513.70	349	0	13
2024.08.21	03:20:00	2513.69	2514.17	2513.62	2513.67	305	0	13
2024.08.21	03:25:00	2513.68	2514.98	2513.55	2514.77	471	0	13
2024.08.21	03:30:00	2514.79	2515.43	2514.65	2514.88	666	0	13
2024.08.21	03:35:00	2514.87	2515.93	2514.42	2514.44	641	0	13
2024.08.21	03:40:00	2514.43	2514.69	2514.11	2514.52	519	0	13
2024.08.21	03:45:00	2514.53	2514.69	2513.79	2513.82	483	0	13
2024.08.21	03:50:00	2513.82	2514.04	2512.93	2512.95	425	0	13
2024.08.21	03:55:00	2512.89	2513.72	2512.49	2513.50	560	0	13
2024.08.21	04:00:00	2513.53	2515.37	2512.71	2514.75	1212	0	13
2024.08.21	04:05:00	2514.79	2516.21	2514.47	2515.87	1224	0	17
2024.08.21	04:10:00	2515.86	2516.45	2513.12	2513.23	1173	0	15
2024.08.21	04:15:00	2513.25	2514.07	2511.87	2513.08	1136	0	14
2024.08.21	04:20:00	2513.05	2513.92	2511.90	2512.56	1110	0	14
2024.08.21	04:25:00	2512.57	2513.40	2512.24	2512.49	1086	0	13
2024.08.21	04:30:00	2512.48	2512.97	2510.89	2511.17	1316	0	14
2024.08.21	04:35:00	2511.18	2513.14	2510.99	2512.38	1257	0	13
2024.08.21	04:40:00	2512.39	2514.57	2511.74	2513.79	1180	0	13
2024.08.21	04:45:00	2513.77	2516.94	2513.77	2516.63	967	0	13
2024.08.21	04:50:00	2516.60	2517.00	2516.34	2516.83	936	0	13
2024.08.21	04:55:00	2516.85	2517.12	2516.43	2516.84	950	0	13
2024.08.21	05:00:00	2516.84	2518.02	2516.45	2516.61	944	0	14
2024.08.21	05:05:00	2516.62	2519.43	2516.53	2519.11	967	0	13
2024.08.21	05:10:00	2519.13	2519.70	2518.17	2519.70	940	0	13
2024.08.21	05:15:00	2519.72	2519.96	2519.11	2519.13	506	0	13
2024.08.21	05:20:00	2519.14	2519.27	2518.26	2518.35	348	0	13
2024.08.21	05:25:00	2518.36	2518.37	2517.49	2517.51	398	0	14
2024.08.21	05:30:00	2517.53	2518.75	2515.89	2518.51	872	0	15
2024.08.21	05:35:00	2518.52	2518.81	2517.07	2517.43	1003	0	15
2024.08.21	05:40:00	2517.48	2518.25	2517.42	2517.71	577	0	13
2024.08.21	05:45:00	2517.72	2518.48	2517.04	2518.47	802	0	13
2024.08.21	05:50:00	2518.45	2518.72	2517.35	2518.00	934	0	13
2024.08.21	05:55:00	2518.00	2519.44	2517.75	2519.42	771	0	13
2024.08.21	06:00:00	2519.38	2519.45	2516.13	2516.60	793	0	13
2024.08.21	06:05:00	2516.58	2516.95	2515.44	2515.91	798	0	13
2024.08.21	06:10:00	2515.88	2516.10	2514.92	2515.36	652	0	13
2024.08.21	06:15:00	2515.37	2515.53	2513.64	2513.89	753	0	14
2024.08.21	06:20:00	2513.88	2514.86	2513.53	2514.34	776	0	13
2024.08.21	06:25:00	2514.33	2514.63	2513.41	2513.41	782	0	13
2024.08.21	06:30:00	2513.42	2515.24	2513.09	2514.87	661	0	13
2024.08.21	06:35:00	2514.88	2517.14	2514.87	2517.11	673	0	13
2024.08.21	06:40:00	2517.10	2517.72	2516.17	2516.43	542	0	13
2024.08.21	06:45:00	2516.43	2517.00	2516.05	2516.93	305	0	13
2024.08.21	06:50:00	2516.92	2518.32	2516.92	2518.26	490	0	13
2024.08.21	06:55:00	2518.27	2518.44	2517.21	2517.41	457	0	13
2024.08.21	07:00:00	2517.42	2517.67	2517.01	2517.20	432	0	13
2024.08.21	07:05:00	2517.19	2517.57	2516.60	2517.14	319	0	13
2024.08.21	07:10:00	2517.14	2517.51	2516.92	2517.21	277	0	13
2024.08.21	07:15:00	2517.17	2517.72	2516.21	2516.45	307	0	13
2024.08.21	07:20:00	2516.47	2517.12	2516.33	2516.91	232	0	13
2024.08.21	07:25:00	2516.92	2517.52	2516.03	2516.07	262	0	13
2024.08.21	07:30:00	2516.08	2516.90	2515.97	2516.59	324	0	13
2024.08.21	07:35:00	2516.60	2516.64	2514.95	2514.95	414	0	13
2024.08.21	07:40:00	2514.97	2515.07	2513.85	2514.49	646	0	14
2024.08.21	07:45:00	2514.51	2515.23	2513.90	2515.01	895	0	16
2024.08.21	07:50:00	2515.04	2515.91	2515.00	2515.82	251	0	13
2024.08.21	07:55:00	2515.83	2516.31	2515.67	2516.18	352	0	13
2024.08.21	08:00:00	2516.20	2516.27	2515.86	2516.05	290	0	13
2024.08.21	08:05:00	2516.11	2516.93	2516.11	2516.73	253	0	14
2024.08.21	08:10:00	2516.76	2517.30	2516.74	2516.88	329	0	15
2024.08.21	08:15:00	2516.88	2517.00	2516.45	2516.88	285	0	13
2024.08.21	08:20:00	2516.88	2517.64	2516.87	2517.13	211	0	14
2024.08.21	08:25:00	2517.12	2517.12	2515.57	2515.99	276	0	13
2024.08.21	08:30:00	2515.97	2517.09	2515.87	2516.69	793	0	18
2024.08.21	08:35:00	2516.69	2517.83	2515.89	2517.27	743	0	16
2024.08.21	08:40:00	2517.26	2517.82	2516.45	2517.79	935	0	16
2024.08.21	08:45:00	2517.81	2518.43	2516.22	2517.04	957	0	14
2024.08.21	08:50:00	2517.04	2517.24	2515.48	2515.60	644	0	13
2024.08.21	08:55:00	2515.60	2515.69	2515.03	2515.25	478	0	13
2024.08.21	09:00:00	2515.25	2516.38	2515.25	2515.71	707	0	11
2024.08.21	09:05:00	2515.71	2515.71	2513.13	2513.33	717	0	12
2024.08.21	09:10:00	2513.27	2513.94	2511.83	2513.85	1320	0	17
2024.08.21	09:15:00	2513.90	2514.65	2513.51	2514.60	592	0	11
2024.08.21	09:20:00	2514.61	2517.98	2514.12	2517.90	1127	0	12
2024.08.21	09:25:00	2517.89	2519.16	2516.91	2519.13	1393	0	16
2024.08.21	09:30:00	2519.13	2519.59	2517.19	2517.19	1157	0	14
2024.08.21	09:35:00	2517.23	2518.56	2516.76	2517.45	776	0	11
2024.08.21	09:40:00	2517.45	2517.61	2515.17	2515.26	678	0	10
2024.08.21	09:45:00	2515.27	2516.08	2514.28	2515.36	811	0	11
2024.08.21	09:50:00	2515.35	2516.05	2514.27	2514.41	875	0	12
2024.08.21	09:55:00	2514.42	2514.61	2513.62	2514.51	968	0	11
2024.08.21	10:00:00	2514.50	2514.91	2512.74	2513.67	1019	0	11
2024.08.21	10:05:00	2513.66	2514.68	2513.15	2513.85	883	0	10
2024.08.21	10:10:00	2513.82	2515.78	2513.68	2515.77	823	0	10
2024.08.21	10:15:00	2515.78	2515.95	2515.08	2515.39	527	0	10
2024.08.21	10:20:00	2515.40	2517.02	2515.40	2516.91	590	0	10
2024.08.21	10:25:00	2516.91	2516.93	2513.82	2513.86	725	0	10
2024.08.21	10:30:00	2513.85	2514.12	2511.64	2511.66	801	0	16
2024.08.21	10:35:00	2511.67	2514.11	2511.56	2512.64	753	0	12
2024.08.21	10:40:00	2512.65	2512.98	2508.88	2509.06	1030	0	10
2024.08.21	10:45:00	2509.09	2510.46	2508.16	2509.77	1086	0	16
2024.08.21	10:50:00	2509.79	2510.36	2509.25	2509.55	829	0	12
2024.08.21	10:55:00	2509.57	2510.83	2508.55	2509.77	754	0	11
2024.08.21	11:00:00	2509.76	2511.64	2508.88	2511.48	1033	0	13
2024.08.21	11:05:00	2511.49	2512.40	2509.93	2510.06	881	0	14
2024.08.21	11:10:00	2510.04	2510.55	2509.03	2510.54	936	0	13
2024.08.21	11:15:00	2510.56	2510.98	2508.50	2508.97	829	0	11
2024.08.21	11:20:00	2508.98	2509.51	2507.51	2509.13	805	0	10
2024.08.21	11:25:00	2509.14	2509.55	2508.92	2509.45	499	0	10
2024.08.21	11:30:00	2509.44	2510.16	2508.76	2509.35	389	0	10
2024.08.21	11:35:00	2509.34	2509.39	2508.81	2509.02	386	0	10
2024.08.21	11:40:00	2509.00	2509.66	2508.72	2509.08	423	0	10
2024.08.21	11:45:00	2509.08	2509.81	2508.26	2509.64	495	0	11
2024.08.21	11:50:00	2509.66	2509.67	2508.28	2508.54	400	0	12
2024.08.21	11:55:00	2508.52	2508.77	2506.93	2507.32	697	0	12
2024.08.21	12:00:00	2507.30	2508.02	2506.71	2506.76	822	0	15
2024.08.21	12:05:00	2506.76	2506.89	2505.20	2506.54	841	0	17
2024.08.21	12:10:00	2506.55	2507.04	2506.30	2506.76	496	0	10
2024.08.21	12:15:00	2506.77	2507.71	2506.52	2507.63	522	0	10
2024.08.21	12:20:00	2507.64	2509.07	2507.64	2508.96	501	0	10
2024.08.21	12:25:00	2508.95	2509.30	2508.13	2508.55	516	0	10
2024.08.21	12:30:00	2508.51	2508.91	2507.50	2508.39	813	0	14
2024.08.21	12:35:00	2508.41	2508.49	2507.31	2507.42	345	0	10
2024.08.21	12:40:00	2507.43	2507.49	2506.14	2506.14	548	0	10
2024.08.21	12:45:00	2506.14	2506.98	2505.62	2505.67	407	0	10
2024.08.21	12:50:00	2505.67	2506.52	2504.55	2505.30	748	0	10
2024.08.21	12:55:00	2505.30	2506.70	2505.24	2505.66	544	0	11
2024.08.21	13:00:00	2505.65	2506.01	2504.50	2505.91	519	0	10
2024.08.21	13:05:00	2505.89	2506.08	2505.36	2505.54	488	0	10
2024.08.21	13:10:00	2505.44	2506.59	2505.38	2505.79	478	0	10
2024.08.21	13:15:00	2505.77	2506.37	2505.08	2505.53	422	0	10
2024.08.21	13:20:00	2505.50	2507.22	2505.39	2507.22	444	0	11
2024.08.21	13:25:00	2507.22	2507.93	2506.91	2507.61	523	0	11
2024.08.21	13:30:00	2507.60	2508.94	2507.14	2508.45	680	0	18
2024.08.21	13:35:00	2508.46	2508.46	2507.35	2508.03	441	0	10
2024.08.21	13:40:00	2507.98	2509.25	2507.73	2509.07	617	0	10
2024.08.21	13:45:00	2509.09	2509.09	2506.80	2508.25	599	0	15
2024.08.21	13:50:00	2508.26	2509.66	2508.22	2508.81	469	0	10
2024.08.21	13:55:00	2508.82	2509.76	2508.33	2509.42	462	0	10
